Vehicle_ID,Year,Make,Model,Trim,Miles,Sale Price,Status,Mode of Purchase,Zip Code,Recently Sold For
35761,2017,Dodge,Ram 1500,base,72695,34153,Used,Dealership,59049,14826
35762,2009,Lexus,GS350,sport,136258,9537,Used,Individual Seller,22563,13346
35763,2019,Kia,Forte,sport,6813,20563,Certified,Dealership,69328,23817
35764,2006,Toyota,Prius,sport,66949,27715,Used,Dealership,88568,12497
35765,1996,Mazda,MX5,N/A,70201,8077,Used,Individual Seller,55154,6439
35766,2011,Hyundai,Elantra,base,68833,24985,Used,Individual Seller,99285,6766
35767,2006,Lexus,LS,luxury,119463,7879,Used,Dealership,88655,7701
35768,2001,Chrysler,300,N/A,84012,10156,Used,Individual Seller,86687,26032
35769,2008,Ford,Escape,base,38174,26395,Used,Individual Seller,37444,13033
35770,1999,Volvo,S70,N/A,83686,14484,Used,Dealership,97835,19199
35771,2015,Lincoln,Navigator,base,108829,7051,Used,Individual Seller,67485,9353
35772,1996,Ford,Ranger,N/A,73925,20725,Used,Dealership,37728,16118
35773,2006,Lexus,GS350,base,124612,10669,Used,Individual Seller,77954,17208
35774,2013,Honda,CR-V,sport,27651,34514,Used,Dealership,38871,18118
35775,2007,Jeep,Wrangler,sport,53037,25936,Used,Dealership,78368,27078
35776,2003,Chrysler,Town & Country,N/A,144124,5962,Used,Individual Seller,86831,26781
35777,2012,Ford,Mustang,base,35554,20725,Used,Dealership,54608,17122
35778,2008,Audi,A3,sport,61037,24133,Used,Individual Seller,57592,6977
35779,1999,Volvo,XC90,N/A,50854,11019,Used,Individual Seller,96460,12170
35780,2008,Volkswagen,Jetta,sport,17619,27146,Used,Individual Seller,76173,11133
35781,2017,Buick,LaCrosse,luxury,136054,6194,Used,Dealership,18210,15831
35782,2001,Chrysler,Town & Country,N/A,95453,10916,Used,Dealership,80594,15164
35783,2011,Mazda,CX-50,sport,47525,17307,Used,Dealership,22416,5258
35784,2016,Volvo,XC90,sport,23101,34952,Used,Individual Seller,81187,5248
35785,2017,GMC,Sierra,sport,49517,26698,Used,Individual Seller,83480,29974
35786,2000,Jeep,Wrangler,N/A,120255,16225,Used,Individual Seller,15683,22596
35787,2009,Mazda,3,luxury,137253,9381,Used,Dealership,17514,34397
35788,2007,Volkswagen,Atlas,luxury,101074,16830,Used,Individual Seller,81199,12863
35789,2021,Subaru,Forester,base,22464,24674,Certified,Dealership,96993,17021
35790,2008,Toyota,Corolla,base,11609,11113,Used,Individual Seller,21830,8790
35791,2000,Nissan,Rogue,N/A,103141,8621,Used,Individual Seller,13654,19849
35792,2019,Mercedes,E-Class,luxury,7395,34958,Certified,Dealership,88965,12399
35793,2022,BMW,5 Series,luxury,64,24309,New,Dealership,68366,41446
35794,2008,Lexus,GS,base,124949,16513,Used,Individual Seller,84957,16761
35795,2019,Audi,A4,sport,20803,12977,Certified,Dealership,77642,11385
35796,2011,Lincoln,Navigator,sport,93456,7310,Used,Individual Seller,90240,10199
35797,2000,Toyota,Prius,N/A,54164,22982,Used,Dealership,78621,7480
35798,2002,Audi,A3,N/A,89332,7572,Used,Individual Seller,44841,12142
35799,2010,Acura,TL,sport,29760,10223,Used,Dealership,61487,34767
35800,2000,GMC,Yukon,N/A,110061,15776,Used,Individual Seller,23498,28690
35801,2018,Lexus,ES,sport,28968,11247,Certified,Dealership,48236,24707
35802,2004,Chrysler,Town & Country,N/A,48173,12353,Used,Individual Seller,56058,18156
35803,2011,Jeep,Wrangler,sport,116945,5397,Used,Individual Seller,81072,9179
35804,2021,BMW,5 Series,sport,14191,18622,Certified,Dealership,41378,11489
35805,2017,Lexus,LS,base,106499,17651,Used,Dealership,35609,8877
35806,2007,Nissan,Maxima,base,47659,11139,Used,Individual Seller,94095,25156
35807,2001,Ford,Fiesta,N/A,38010,16189,Used,Dealership,51712,
35808,2020,Buick,LaCrosse,sport,32846,24461,Certified,Dealership,74203,19812
35809,2022,Volvo,XC90,base,19,45147,New,Dealership,16273,21742
35810,2019,Nissan,Rogue,luxury,11607,17591,Certified,Dealership,55906,28934
35811,2000,Hyundai,Tucson,N/A,56273,18058,Used,Dealership,29081,15634
35812,2005,Volvo,S60,N/A,149996,16678,Used,Dealership,25974,9186
35813,1996,Audi,A3,N/A,52046,10220,Used,Dealership,35945,11811
35814,2019,Ford,Ranger,sport,19777,31101,Certified,Dealership,26740,18038
35815,1996,GMC,Sierra,N/A,122278,15381,Used,Dealership,94293,12026
35816,2017,Chevrolet,Malibu,base,101997,18989,Used,Dealership,74212,24917
35817,2001,Nissan,Frontier,N/A,52005,21961,Used,Dealership,51886,8197
35818,2019,Chrysler,Town & Country,sport,20777,15637,Certified,Dealership,98187,24749
35819,2019,Hyundai,Sonata,base,32261,11402,Certified,Dealership,80363,13798
35820,2022,Hyundai,Sonata,sport,20,39288,New,Dealership,73459,26661
35821,2018,Chrysler,Town & Country,luxury,26482,15616,Certified,Dealership,77204,20540
35822,2020,Chevrolet,Malibu,sport,10731,26665,Certified,Dealership,21657,16329
35823,2012,Kia,Sportage,base,45451,22034,Used,Dealership,99171,9416
35824,1999,GMC,Yukon,N/A,57591,14198,Used,Individual Seller,67842,34994
35825,2005,Volvo,XC90,N/A,112246,9822,Used,Dealership,28827,11672
35826,2014,Lexus,LS,base,101689,6766,Used,Individual Seller,28206,12904
35827,2016,Acura,Integra,luxury,96624,18707,Used,Dealership,98210,10565
35828,2008,Buick,LaCrosse,base,70064,18080,Used,Dealership,55096,18853
35829,2012,Acura,Integra,sport,48011,16259,Used,Individual Seller,27878,13371
35830,2007,Kia,Sportage,luxury,36098,12413,Used,Dealership,91820,15554
35831,2003,Lincoln,Navigator,N/A,110404,10717,Used,Dealership,62362,19070
35832,2007,Kia,Forte,base,58615,14733,Used,Individual Seller,51131,11873
35833,2000,Nissan,Rogue,N/A,87410,19326,Used,Dealership,29575,19849
35834,2002,Audi,Q7,N/A,102360,16667,Used,Individual Seller,54982,12887
35835,2006,Volvo,S60,sport,107179,9805,Used,Individual Seller,25838,14655
35836,2022,Subaru,Forester,sport,19,37276,New,Dealership,20546,43265
35837,1999,Mercedes,E-Class,N/A,113341,14837,Used,Individual Seller,37856,25147
35838,1996,Mercedes,S-Class,N/A,31955,26238,Used,Dealership,30905,13029
35839,2021,Toyota,Land Cruiser,sport,24492,10936,Certified,Dealership,90298,16881
35840,2007,Mazda,MX5,base,56311,15697,Used,Individual Seller,64857,8130
35841,2019,Subaru,Outback,sport,32219,18911,Certified,Dealership,13109,11312
35842,2022,Chevrolet,Silverado,sport,47,44223,New,Dealership,82106,48597
35843,2012,Audi,A4,sport,128404,13533,Used,Dealership,79837,8463
35844,2023,Lincoln,Navigator,base,20,30745,New,Dealership,41664,47645
35845,2013,Lexus,RX,sport,30831,7686,Used,Individual Seller,86616,20655
35846,2009,Jeep,Grand Cherokee,sport,77478,14357,Used,Individual Seller,98462,8278
35847,2004,Acura,Integra,N/A,123445,11809,Used,Dealership,41162,22804
35848,1997,Mercedes,GLE,N/A,138351,18757,Used,Dealership,23315,12723
35849,2021,Audi,Q7,sport,21262,19892,Certified,Dealership,82744,26174
35850,2005,Acura,TL,N/A,20781,19140,Used,Dealership,82259,15068
35851,2011,Subaru,WRX,base,43125,25179,Used,Dealership,48734,19505
35852,2001,Mercedes,S-Class,N/A,131342,18402,Used,Dealership,82100,12655
35853,2009,Buick,Regal,sport,12547,10252,Used,Dealership,47793,12321
35854,1996,Subaru,Outback,N/A,61647,11373,Used,Dealership,44676,17100
35855,2008,Honda,Civic,luxury,18169,19861,Used,Dealership,43308,9967
35856,2021,Hyundai,Sonata,base,19798,19363,Certified,Dealership,98638,20834
35857,2012,Audi,A4,base,11978,33318,Used,Individual Seller,91100,8463
35858,2005,Chevrolet,Equinox,N/A,115202,7331,Used,Dealership,21967,21122
35859,2000,BMW,X5,N/A,67765,20305,Used,Dealership,30205,17372
35860,2006,Lexus,LS,base,119668,18772,Used,Dealership,76645,7701
35861,2016,Mercedes,E-Class,luxury,62337,9746,Used,Individual Seller,73603,9010
35862,1997,Chevrolet,Tahoe,N/A,82582,5336,Used,Individual Seller,31388,20021
35863,2008,Hyundai,Tucson,sport,91057,17745,Used,Dealership,10730,32198
35864,2011,Lexus,ES,base,123629,14402,Used,Dealership,20446,6278
35865,2020,Mazda,CX-90,sport,20735,11038,Certified,Dealership,43402,10974
35866,2013,Ford,Escape,base,110491,9081,Used,Individual Seller,85034,25403
35867,2021,Mercedes,GLE,luxury,10673,30970,Certified,Dealership,64510,24463
35868,2015,Kia,Rio,base,94231,16484,Used,Dealership,22233,16306
35869,2000,Honda,HR-V,N/A,68291,34552,Used,Dealership,25966,13554
35870,2015,Toyota,RAV4,base,27363,12342,Used,Individual Seller,24741,6934
35871,1995,Chrysler,Town & Country,N/A,147323,6142,Used,Dealership,14703,7844
35872,2000,Honda,HR-V,N/A,33112,27186,Used,Individual Seller,66877,13554
35873,2007,Lexus,RX,sport,76584,13966,Used,Individual Seller,30457,13110
35874,2014,Volvo,S60,base,95467,17680,Used,Dealership,37443,6611
35875,2012,Ford,F-150,sport,69281,22285,Used,Dealership,22600,14363
35876,2005,Jeep,Grand Cherokee,N/A,130071,11246,Used,Dealership,90799,8160
35877,2007,GMC,Yukon,base,147110,11643,Used,Dealership,15736,14159
35878,2007,GMC,Envoy,sport,135332,9800,Used,Individual Seller,88923,7536
35879,2007,Audi,Q7,sport,42766,30036,Used,Dealership,96307,10271
35880,1996,Toyota,Camry,N/A,149421,13964,Used,Dealership,60591,8260
35881,2004,Subaru,Forester,N/A,104024,12058,Used,Individual Seller,99839,19120
35882,1999,Mercedes,GLE,N/A,102936,10834,Used,Individual Seller,78680,24154
35883,1998,Buick,LaCrosse,N/A,137372,16601,Used,Individual Seller,65054,19744
35884,2021,Nissan,Maxima,base,6941,19328,Certified,Dealership,24339,
35885,2000,Lincoln,Navigator,N/A,62744,21160,Used,Dealership,14455,16566
35886,2003,Kia,Rio,N/A,52568,29200,Used,Dealership,76822,26842
35887,2004,Ford,F-150,N/A,85298,13906,Used,Dealership,47535,14689
35888,2016,Mercedes,GLA,sport,35663,23578,Used,Dealership,78466,33835
35889,1996,Honda,Pilot,N/A,13237,35003,Used,Dealership,25710,18990
35890,2013,Hyundai,Sonata,luxury,62772,11668,Used,Individual Seller,58394,18804
35891,2021,Chevrolet,Tahoe,base,11579,16802,Certified,Dealership,61402,11248
35892,2013,Buick,LaCrosse,base,140275,6334,Used,Individual Seller,51652,6003
35893,2005,Kia,K5,N/A,132773,15272,Used,Dealership,97225,8466
35894,2022,Lexus,GS350,base,77,25341,New,Dealership,78816,31069
35895,2021,Chevrolet,Malibu,base,19916,24514,Certified,Dealership,81010,15736
35896,2016,Chrysler,300,luxury,64436,24313,Used,Dealership,23469,13735
35897,1999,Jeep,Grand Cherokee,N/A,93435,16967,Used,Dealership,65562,13574
35898,2010,Kia,Rio,base,52410,20566,Used,Dealership,89798,25761
35899,2000,GMC,Yukon,N/A,90476,6043,Used,Dealership,73016,28690
35900,2015,Volvo,S60,base,25390,20824,Used,Individual Seller,38261,9859
35901,2000,Toyota,4Runner,N/A,26724,35514,Used,Dealership,16905,17477
35902,2023,Lincoln,Navigator,sport,86,31022,New,Dealership,70055,47645
35903,1995,Kia,Sportage,N/A,98926,16678,Used,Dealership,90970,15560
35904,2008,Buick,Regal,sport,138397,17271,Used,Individual Seller,40232,5448
35905,2023,Jeep,Wrangler,sport,6,48030,New,Dealership,43470,41277
35906,1995,Lexus,ES,N/A,44537,10728,Used,Individual Seller,96363,10579
35907,2001,BMW,5 Series,N/A,118115,10407,Used,Dealership,49476,19245
35908,2013,Dodge,Durango,luxury,144224,15149,Used,Dealership,10363,17244
35909,2004,Mercedes,GLE,N/A,98390,13802,Used,Dealership,21314,12330
35910,2003,Lincoln,Navigator,N/A,51946,23169,Used,Dealership,29272,19070
35911,2008,Volkswagen,Golf,base,64248,15070,Used,Dealership,57460,20488
35912,2011,BMW,3 Series,sport,11295,35562,Used,Dealership,50206,11842
35913,2016,Toyota,RAV4,sport,20390,13049,Used,Dealership,30403,28880
35914,2016,Volkswagen,Passat,sport,12505,28343,Used,Dealership,35417,19251
35915,2002,GMC,Envoy,N/A,138531,7537,Used,Individual Seller,84576,18028
35916,1999,Buick,Regal,N/A,84895,15913,Used,Individual Seller,10599,9134
35917,2014,Mercedes,GLA,base,143478,8916,Used,Individual Seller,47232,19223
35918,1996,Volkswagen,Atlas,N/A,99344,16410,Used,Individual Seller,10888,7518
35919,2018,Lexus,RX,base,30950,19764,Certified,Dealership,29878,
35920,2011,Jeep,Wrangler,sport,21765,12897,Used,Dealership,18315,9179
35921,1998,Volvo,S70,N/A,62938,26725,Used,Individual Seller,39554,6977
35922,2022,Buick,Regal,sport,43,43408,New,Dealership,36721,29518
35923,2003,GMC,Sierra,N/A,19342,20633,Used,Individual Seller,58496,16426
35924,2011,Chrysler,Town & Country,base,142443,19703,Used,Dealership,93772,14440
35925,2014,Hyundai,Sonata,sport,110918,13326,Used,Dealership,86451,14376
35926,2012,Volvo,S60,sport,85313,8782,Used,Dealership,43129,9656
35927,2006,Subaru,Outback,base,21657,39512,Used,Dealership,71212,27536
35928,2003,Nissan,Frontier,N/A,119354,11865,Used,Individual Seller,82739,9732
35929,2014,Mercedes,S-Class,luxury,76920,17367,Used,Dealership,31383,27529
35930,2011,GMC,Sierra,luxury,58153,9210,Used,Individual Seller,67337,16412
35931,2009,Mercedes,C-Class,sport,108987,13227,Used,Dealership,76375,16696
35932,2015,Ford,Escape,luxury,103534,11570,Used,Dealership,58019,11244
35933,2016,Chrysler,300,base,70564,27716,Used,Dealership,93936,13735
35934,2018,Mazda,MX5,base,31368,10774,Certified,Dealership,85039,25365
35935,2015,Mazda,3,luxury,135341,18162,Used,Dealership,58903,12033
35936,2001,Honda,Civic,N/A,127424,6571,Used,Dealership,73374,18936
35937,2013,Nissan,Rogue,sport,31983,16504,Used,Individual Seller,21471,10275
35938,2023,Dodge,Durango,sport,32,34838,New,Dealership,40074,47150
35939,2003,Dodge,Charger,N/A,62682,26005,Used,Dealership,71327,17193
35940,1999,Honda,HR-V,N/A,118379,13952,Used,Dealership,51691,16732
35941,2012,Chevrolet,Equinox,luxury,15292,13909,Used,Individual Seller,28385,9948
35942,2013,GMC,Yukon,sport,126237,9949,Used,Individual Seller,78295,9731
35943,1995,Honda,Pilot,N/A,114273,15974,Used,Individual Seller,27252,32309
35944,2006,Chrysler,Town & Country,sport,13947,15922,Used,Dealership,40770,6715
35945,2004,Dodge,Charger,N/A,115822,14833,Used,Dealership,88640,13003
35946,2008,Kia,Sorento,luxury,27874,18423,Used,Individual Seller,26618,16472
35947,2006,Acura,TL,base,86721,6747,Used,Individual Seller,27797,29858
35948,2006,Volkswagen,Tiguan,base,101770,19866,Used,Dealership,42790,
35949,2018,Lincoln,Navigator,base,22895,16444,Certified,Dealership,91797,10189
35950,2022,Nissan,Murano,base,58,22850,New,Dealership,67236,33212
35951,2004,Hyundai,Elantra,N/A,17444,24242,Used,Individual Seller,48568,16570
35952,2020,Jeep,Grand Cherokee,luxury,6089,16501,Certified,Dealership,69842,30649
35953,2009,Honda,Civic,base,102872,12908,Used,Individual Seller,93909,16315
35954,1999,Kia,Sorento,N/A,145086,13091,Used,Individual Seller,96356,8623
35955,2023,Nissan,Frontier,base,78,43290,New,Dealership,41902,47640
35956,2014,Audi,A3,sport,57575,13584,Used,Individual Seller,54671,10367
35957,2014,Lexus,GS350,sport,26035,16402,Used,Dealership,13507,13957
35958,2009,Audi,A4,luxury,99002,5127,Used,Dealership,31333,19730
35959,2021,Lincoln,Navigator,base,11939,20353,Certified,Dealership,26143,17366
35960,2017,Mazda,CX-50,base,88357,14410,Used,Individual Seller,13943,19583
35961,2007,Jeep,Grand Cherokee,base,114156,8209,Used,Individual Seller,51873,26880
35962,2005,BMW,X5,N/A,56315,20633,Used,Dealership,49103,31269
35963,2016,Nissan,Rogue,base,70486,26749,Used,Dealership,79326,26726
35964,2009,Mazda,MX5,base,125023,7202,Used,Dealership,37036,21711
35965,2013,Nissan,Rogue,sport,144618,8839,Used,Individual Seller,73736,10275
35966,2007,Jeep,Wrangler,base,113618,14475,Used,Dealership,32114,27078
35967,2020,Volvo,S70,sport,31710,24591,Certified,Dealership,17397,22289
35968,2018,BMW,5 Series,sport,17274,20941,Certified,Dealership,30706,28700
35969,2003,Toyota,Tacoma,N/A,40016,25033,Used,Dealership,77715,14375
35970,2001,Chrysler,300,N/A,45443,12838,Used,Individual Seller,54646,26032
35971,2004,Honda,HR-V,N/A,99610,5505,Used,Individual Seller,16241,33322
35972,1995,Kia,Rio,N/A,43269,15087,Used,Dealership,73092,13322
35973,2000,BMW,X5,N/A,147257,16469,Used,Dealership,37194,17372
35974,2013,Mazda,CX-90,base,69110,14889,Used,Dealership,21367,5224
35975,2016,Ford,F-150,sport,140033,6885,Used,Individual Seller,76277,28595
35976,2010,Audi,Q7,sport,61454,16634,Used,Dealership,56124,19869
35977,2020,Mercedes,GLA,base,25366,10355,Certified,Dealership,29177,25723
35978,2013,Audi,A3,luxury,69401,34017,Used,Dealership,73151,8528
35979,2021,Acura,TL,luxury,25468,19278,Certified,Dealership,25903,27806
35980,2003,Volvo,XC90,N/A,72203,11871,Used,Individual Seller,74697,15988
35981,1996,Buick,Regal,N/A,140156,15600,Used,Dealership,89918,5061
35982,2014,Subaru,Outback,base,84506,13913,Used,Individual Seller,26651,16828
35983,2017,Chevrolet,Malibu,base,46973,14726,Used,Dealership,88799,24917
35984,2001,Mazda,CX-90,N/A,93420,18445,Used,Dealership,71570,21852
35985,2021,Audi,Q7,base,20982,21240,Certified,Dealership,33909,26174
35986,1998,Honda,CR-V,N/A,22900,34822,Used,Individual Seller,46900,7641
35987,2016,Acura,TL,sport,132478,11411,Used,Dealership,36397,14890
35988,2012,Buick,Regal,luxury,59073,25397,Used,Dealership,86617,5512
35989,2012,Dodge,Grand Caravan,sport,21132,23682,Used,Dealership,26390,16631
35990,1997,Nissan,Rogue,N/A,140966,6446,Used,Individual Seller,28114,22131
35991,1999,Jeep,Grand Cherokee,N/A,48748,22063,Used,Individual Seller,47271,13574
35992,2003,Chrysler,300,N/A,92224,16839,Used,Individual Seller,19443,26704
35993,2010,Chevrolet,Impala,sport,140153,13399,Used,Individual Seller,91172,8487
35994,2019,Hyundai,Santa Fe,base,22921,12619,Certified,Dealership,76653,28602
35995,2013,Mercedes,E-Class,sport,149866,14047,Used,Dealership,69069,14248
35996,2010,Subaru,WRX,sport,119946,10453,Used,Dealership,15371,6437
35997,2004,Subaru,Outback,N/A,118786,13188,Used,Dealership,50736,22701
35998,1998,Nissan,Maxima,N/A,69912,23377,Used,Individual Seller,62737,19476
35999,2012,Jeep,Wrangler,sport,145005,12684,Used,Dealership,72256,21973
36000,2012,BMW,X5,base,21978,30231,Used,Individual Seller,29282,15313
36001,2014,Subaru,Outback,luxury,34870,16568,Used,Individual Seller,48133,16828
36002,2007,Volvo,S60,sport,87900,7471,Used,Dealership,91912,21875
36003,2002,Buick,Regal,N/A,102585,13832,Used,Dealership,94552,16694
36004,2018,Lexus,ES300,base,7452,20035,Certified,Dealership,78528,22504
36005,2007,GMC,Sierra,base,71061,24572,Used,Individual Seller,32346,26435
36006,2007,Ford,Escape,sport,140782,15750,Used,Individual Seller,95352,16803
36007,2004,Volkswagen,Atlas,N/A,121802,7038,Used,Dealership,25444,7174
36008,2013,Lincoln,Navigator,base,46139,12160,Used,Dealership,18162,12602
36009,2020,Honda,HR-V,sport,20950,17114,Certified,Dealership,15062,34663
36010,2023,Nissan,Maxima,sport,99,22634,New,Dealership,57045,34774
36011,2010,Dodge,Durango,sport,148761,17366,Used,Individual Seller,35532,10051
36012,2016,Nissan,Maxima,base,106074,14856,Used,Individual Seller,78497,18153
36013,2015,BMW,3 Series,base,14473,29293,Used,Dealership,81466,32163
36014,1997,Volkswagen,Atlas,N/A,65418,25126,Used,Dealership,41025,20639
36015,1998,Ford,Explorer,N/A,26780,12457,Used,Dealership,41265,14418
36016,2006,Toyota,Tacoma,base,57170,12329,Used,Individual Seller,25223,16995
36017,2009,Honda,Accord,base,41870,13606,Used,Individual Seller,29981,21183
36018,1996,Jeep,Grand Cherokee,N/A,127927,6811,Used,Dealership,84749,7134
36019,2009,Ford,Ranger,luxury,105399,18944,Used,Dealership,15818,10919
36020,2012,Kia,Sorento,luxury,136895,12043,Used,Individual Seller,32254,26191
36021,2017,Kia,Sportage,base,50493,20945,Used,Individual Seller,56204,14687
36022,2000,Dodge,Grand Caravan,N/A,34508,20829,Used,Individual Seller,26203,16694
36023,2011,Honda,CR-V,sport,81998,9309,Used,Dealership,15747,17861
36024,2022,Subaru,WRX,sport,28,30998,New,Dealership,69841,27727
36025,1997,Mercedes,E-Class,N/A,84346,14457,Used,Individual Seller,12896,20703
36026,1995,Jeep,Wrangler,N/A,44880,20285,Used,Dealership,26851,5660
36027,2011,Volvo,XC90,base,58929,25738,Used,Dealership,34013,26295
36028,2006,Mazda,CX-5,luxury,81014,7015,Used,Individual Seller,84464,13434
36029,2011,Honda,CR-V,sport,84359,12929,Used,Dealership,90430,17861
36030,2009,Dodge,Charger,base,30529,26964,Used,Individual Seller,73814,17020
36031,2021,Nissan,Altima,sport,29380,20120,Certified,Dealership,99747,28369
36032,2023,BMW,5 Series,base,61,40973,New,Dealership,95646,25893
36033,2007,Audi,Q7,sport,125043,13657,Used,Individual Seller,97293,10271
36034,1999,GMC,Envoy,N/A,117765,10309,Used,Individual Seller,31730,32950
36035,1997,Subaru,WRX,N/A,46367,12358,Used,Dealership,97672,11493
36036,2023,Chrysler,Town & Country,base,27,39261,New,Dealership,44525,28057
36037,2014,Dodge,Ram 1500,base,103246,15861,Used,Individual Seller,75102,16096
36038,2014,Jeep,Wrangler,base,110614,16479,Used,Individual Seller,76215,17205
36039,2013,BMW,3 Series,sport,68953,33310,Used,Dealership,24412,13021
36040,2017,Subaru,WRX,luxury,112390,5308,Used,Individual Seller,15237,13975
36041,1996,Chrysler,Town & Country,N/A,90167,11570,Used,Dealership,32043,13073
36042,2023,Mazda,MX5,sport,70,27033,New,Dealership,77583,28547
36043,2017,Ford,Fiesta,base,66741,12343,Used,Dealership,21304,16471
36044,2020,Volvo,S70,sport,11246,27752,Certified,Dealership,20723,22289
36045,2005,Toyota,Land Cruiser,N/A,127538,5572,Used,Dealership,22768,
36046,2008,Kia,Forte,luxury,27878,18967,Used,Individual Seller,28504,15784
36047,2020,GMC,Envoy,base,6837,26529,Certified,Dealership,18131,11782
36048,2022,Honda,Civic,sport,89,37429,New,Dealership,34800,36458
36049,2019,Mercedes,C-Class,base,26403,14625,Certified,Dealership,16092,23251
36050,2016,BMW,X5,base,64862,18168,Used,Dealership,22272,22412
36051,2006,Nissan,Frontier,base,115936,16493,Used,Individual Seller,87544,9487
36052,2008,Dodge,Ram 1500,sport,40515,16423,Used,Dealership,20013,8087
36053,2011,Subaru,Forester,base,130919,15586,Used,Dealership,75822,7929
36054,2017,Lincoln,Navigator,base,26188,11712,Used,Individual Seller,62107,14947
36055,2009,Buick,LaCrosse,base,69330,18598,Used,Individual Seller,50271,25453
36056,2005,Lincoln,Navigator,N/A,27774,19423,Used,Individual Seller,61517,5719
36057,1996,Mazda,CX-90,N/A,92609,11576,Used,Dealership,27247,26322
36058,2002,Nissan,Murano,N/A,63486,13828,Used,Dealership,39579,14968
36059,2011,Toyota,Land Cruiser,sport,26289,21871,Used,Dealership,16936,32765
36060,2011,Chrysler,300,sport,149884,6451,Used,Individual Seller,58552,22560
36061,2010,Kia,K5,base,56683,11788,Used,Individual Seller,66429,7166
36062,2001,Mercedes,C-Class,N/A,122562,9239,Used,Dealership,51527,5869
36063,2009,Nissan,Murano,sport,96810,6938,Used,Dealership,82013,12732
36064,2010,Toyota,Land Cruiser,base,73312,26815,Used,Individual Seller,20280,11632
36065,2010,Mazda,MX5,base,89144,17561,Used,Dealership,58360,10560
36066,2021,Chevrolet,Tahoe,sport,18576,25810,Certified,Dealership,15520,11248
36067,1995,Hyundai,Sonata,N/A,93899,8574,Used,Individual Seller,19614,5762
36068,2002,Nissan,Rogue,N/A,142093,18186,Used,Dealership,52812,30026
36069,2001,Jeep,Wrangler,N/A,58024,30598,Used,Dealership,38178,9516
36070,1998,Jeep,Wrangler,N/A,55249,24463,Used,Individual Seller,15574,10810
36071,2013,BMW,3 Series,sport,34993,24209,Used,Individual Seller,85874,13021
36072,2019,Mazda,MX5,base,31136,23102,Certified,Dealership,27549,22080
36073,2014,Chevrolet,Silverado,base,136324,15514,Used,Individual Seller,17150,34411
36074,1996,Mazda,MX5,N/A,28289,10823,Used,Individual Seller,59872,6439
36075,2001,Chevrolet,Suburban,N/A,39378,9685,Used,Individual Seller,61869,15564
36076,2007,Buick,Regal,sport,55525,24429,Used,Dealership,63587,6791
36077,2017,Honda,Accord,sport,108784,8769,Used,Individual Seller,96028,27264
36078,1999,Dodge,Charger,N/A,102319,7166,Used,Individual Seller,64166,14904
36079,1995,Buick,Regal,N/A,94363,13986,Used,Individual Seller,58585,12382
36080,2002,Lincoln,Navigator,N/A,48602,22516,Used,Dealership,53051,8126
36081,1997,Subaru,WRX,N/A,51488,23320,Used,Dealership,82988,11493
36082,2000,Buick,Regal,N/A,99019,7778,Used,Individual Seller,83784,10817
36083,2009,GMC,Envoy,base,77317,18697,Used,Dealership,29726,14033
36084,2008,Ford,Ranger,luxury,80317,10818,Used,Individual Seller,64923,5003
36085,2005,Kia,Sorento,N/A,51165,21262,Used,Dealership,57809,13193
36086,2023,Toyota,Camry,base,7,29256,New,Dealership,46216,38754
36087,2022,BMW,X5,sport,0,48254,New,Dealership,65968,34863
36088,1999,Kia,Sportage,N/A,139024,17427,Used,Dealership,26208,15860
36089,2004,Volvo,S60,N/A,68502,17588,Used,Dealership,71489,7303
36090,2008,Lincoln,Navigator,luxury,77363,8465,Used,Individual Seller,96304,22306
36091,1995,Hyundai,Elantra,N/A,138190,15769,Used,Dealership,83305,11653
36092,2012,Nissan,Pathfinder,base,77539,11234,Used,Individual Seller,16593,12520
36093,2022,BMW,3 Series,base,49,23328,New,Dealership,50413,33242
36094,2022,Dodge,Ram 1500,sport,77,28996,New,Dealership,38474,24074
36095,2002,Chevrolet,Silverado,N/A,50995,10996,Used,Individual Seller,20215,17191
36096,2013,Audi,Q7,sport,44220,24517,Used,Individual Seller,50025,17326
36097,1998,Toyota,Tacoma,N/A,113522,8736,Used,Individual Seller,92244,22857
36098,2013,Lincoln,Navigator,base,70695,10146,Used,Dealership,33968,12602
36099,2010,Nissan,Rogue,luxury,25824,38582,Used,Dealership,70819,18674
36100,2003,Dodge,Ram 1500,N/A,82501,17240,Used,Individual Seller,54127,
36101,2017,Mercedes,E-Class,sport,49136,21053,Used,Individual Seller,72360,9247
36102,2007,Volkswagen,Jetta,sport,61165,16377,Used,Individual Seller,72034,14670
36103,1998,Subaru,WRX,N/A,52834,21280,Used,Individual Seller,53670,29506
36104,2021,Subaru,Outback,sport,10661,31107,Certified,Dealership,14071,16842
36105,2002,Audi,A3,N/A,74375,17798,Used,Individual Seller,24871,12142
36106,2007,Jeep,Grand Cherokee,base,124607,17454,Used,Individual Seller,16403,26880
36107,2015,Hyundai,Tucson,base,66510,11037,Used,Dealership,68081,12298
36108,2002,Lexus,ES,N/A,36371,11404,Used,Individual Seller,64303,33930
36109,2003,Nissan,Frontier,N/A,25699,14956,Used,Individual Seller,61338,9732
36110,2017,Chevrolet,Silverado,sport,74889,31410,Used,Dealership,39015,9288
36111,1999,Jeep,Grand Cherokee,N/A,11973,14172,Used,Individual Seller,99721,13574
36112,2003,Ford,Ranger,N/A,19771,33464,Used,Individual Seller,97023,18921
