Vehicle_ID,Year,Make,Model,Trim,Miles,Sold For,Status,Sold By,Zip Code Sold
12367,1996,Audi,Q7,N/A,33312,11768,Used,Individual Seller,84724
12368,2004,Hyundai,Elantra,N/A,130459,9669,Used,Dealership,79726
12369,2015,Ford,Fiesta,base,43731,31870,Used,Dealership,31147
12370,1995,Chevrolet,Malibu,N/A,39097,19279,Used,Individual Seller,45841
12371,2009,Chevrolet,Equinox,base,107407,8338,Used,Individual Seller,79391
12372,2002,Honda,HR-V,N/A,136084,10464,Used,Individual Seller,54756
12373,2017,Buick,Regal,sport,35441,32580,Used,Dealership,71707
12374,2007,Mazda,CX-90,sport,42615,9420,Used,Individual Seller,83057
12375,2007,Kia,Sportage,base,21900,22377,Used,Individual Seller,76565
12376,2014,Buick,Regal,sport,125190,5944,Used,Individual Seller,77390
12377,1998,Chrysler,300,N/A,27416,25690,Used,Individual Seller,54688
12378,2001,Volvo,S70,N/A,111691,13645,Used,Individual Seller,56140
12379,1996,Audi,Q5,N/A,23597,38591,Used,Dealership,50947
12380,2000,Lincoln,Navigator,N/A,44234,32351,Used,Dealership,52497
12381,2000,Lexus,ES,N/A,29944,23089,Used,Individual Seller,41448
12382,2008,Subaru,WRX,base,145565,16761,Used,Individual Seller,65567
12383,1999,Acura,TL,N/A,61465,18199,Used,Individual Seller,13163
12384,1995,Audi,A4,N/A,56466,19123,Used,Individual Seller,21409
12385,1995,Volkswagen,Tiguan,N/A,36222,11081,Used,Individual Seller,57508
12386,2022,Chrysler,Town & Country,sport,33,38985,New,Dealership,62422
12387,1997,Subaru,Outback,N/A,28761,17002,Used,Individual Seller,88705
12388,1995,Kia,Sportage,N/A,120081,13770,Used,Individual Seller,15284
12389,2010,Mazda,CX-90,sport,90329,13488,Used,Individual Seller,76940
12390,2022,GMC,Envoy,sport,36,40776,New,Dealership,76572
12391,2008,Nissan,Murano,sport,23801,25418,Used,Dealership,97147
12392,2022,Chrysler,300,base,21,37435,New,Dealership,94201
12393,2001,Mercedes,GLE,N/A,124074,9882,Used,Individual Seller,36065
12394,1996,BMW,5 Series,N/A,57853,21805,Used,Dealership,30745
12395,2023,Dodge,Grand Caravan,base,28,45341,New,Dealership,45547
12396,2015,Lexus,ES300,base,18539,15728,Used,Dealership,79989
12397,2004,Hyundai,Santa Fe,N/A,81587,7409,Used,Dealership,37089
12398,2013,Ford,Escape,base,26971,25403,Used,Individual Seller,73930
12399,2018,Nissan,Frontier,sport,24006,24015,Certified,Dealership,49382
12400,2000,Volvo,XC90,N/A,39437,12323,Used,Individual Seller,97992
12401,2014,Audi,Q7,base,46553,29316,Used,Dealership,22538
12402,2008,Lexus,RX,base,87965,7576,Used,Individual Seller,57675
12403,2004,Honda,Pilot,N/A,43362,24487,Used,Dealership,58805
12404,2002,Kia,Sportage,N/A,49128,10817,Used,Individual Seller,14912
12405,1995,Dodge,Grand Caravan,N/A,112289,6993,Used,Dealership,41308
12406,2022,Ford,Fiesta,sport,44,42723,New,Dealership,60463
12407,2020,Acura,Integra,base,25488,17410,Certified,Dealership,49701
12408,2010,Toyota,Highlander,base,63374,16002,Used,Individual Seller,79857
12409,2003,Hyundai,Elantra,N/A,66375,10185,Used,Individual Seller,56389
12410,2022,Mercedes,C-Class,sport,13,31292,New,Dealership,61512
12411,2008,Buick,LaCrosse,base,104686,7122,Used,Dealership,46144
12412,2009,BMW,X5,base,32535,12083,Used,Individual Seller,55791
12413,2001,Chrysler,Town & Country,N/A,45686,15164,Used,Individual Seller,21639
12414,2017,Chrysler,Town & Country,base,123254,10877,Used,Dealership,50157
12415,2020,Volkswagen,Atlas,base,32713,11886,Certified,Dealership,25537
12416,2015,Jeep,Wrangler,base,123105,5853,Used,Dealership,25213
12417,2006,GMC,Envoy,base,139585,10274,Used,Dealership,17489
12418,2003,Nissan,Murano,N/A,39737,15121,Used,Individual Seller,30988
12419,2021,Mercedes,C-Class,luxury,18777,26763,Certified,Dealership,58304
12420,2012,Audi,A6,base,112156,15295,Used,Individual Seller,89366
12421,1997,Hyundai,Santa Fe,N/A,11085,17595,Used,Individual Seller,94719
12422,2020,Hyundai,Sonata,sport,19843,16967,Certified,Dealership,25094
12423,1996,Toyota,Highlander,N/A,27782,24970,Used,Dealership,99987
12424,2003,Acura,TL,N/A,57517,11779,Used,Individual Seller,18810
12425,2023,Buick,LaCrosse,base,27,42736,New,Dealership,64100
12426,2005,Volvo,S70,N/A,67189,21586,Used,Dealership,42943
12427,2011,Mazda,CX-5,sport,119829,14067,Used,Dealership,21085
12428,2010,Audi,Q5,luxury,19881,19189,Used,Dealership,76905
12429,2014,Audi,Q7,sport,63578,16898,Used,Dealership,70147
12430,2007,Kia,Sportage,sport,111818,15870,Used,Dealership,24132
12431,2020,Nissan,Rogue,base,14809,27311,Certified,Dealership,60050
12432,1999,Mazda,MX5,N/A,116582,14599,Used,Individual Seller,73422
12433,2018,Chrysler,Town & Country,sport,7350,20540,Certified,Dealership,11431
12434,2013,Nissan,Altima,base,54801,13523,Used,Dealership,85351
12435,2023,Mercedes,C-Class,base,78,23839,New,Dealership,76510
12436,2011,Acura,TL,sport,80599,10142,Used,Individual Seller,85992
12437,2021,Volkswagen,Atlas,base,25805,13674,Certified,Dealership,88573
12438,1998,Acura,Integra,N/A,25432,25637,Used,Dealership,23633
12439,1996,Acura,TL,N/A,146125,9736,Used,Individual Seller,17889
12440,1998,Chevrolet,Impala,N/A,89982,17464,Used,Individual Seller,38868
12441,2004,GMC,Yukon,N/A,124764,15902,Used,Individual Seller,84065
12442,2022,Mercedes,E-Class,base,66,25765,New,Dealership,14280
12443,2012,Hyundai,Sonata,base,91854,6151,Used,Dealership,49405
12444,2003,Chevrolet,Tahoe,N/A,26627,21213,Used,Dealership,42904
12445,2006,Mazda,CX-90,base,33387,22020,Used,Individual Seller,27024
12446,2012,Volvo,S70,sport,144826,5559,Used,Individual Seller,52796
12447,2019,BMW,3 Series,base,34770,19032,Certified,Dealership,47061
12448,2008,Lexus,ES300,base,149618,7229,Used,Individual Seller,16087
12449,1996,Toyota,Tacoma,N/A,127258,11273,Used,Individual Seller,24153
12450,2002,Audi,A4,N/A,24968,20646,Used,Dealership,99862
12451,1995,BMW,X5,N/A,100631,8857,Used,Dealership,29625
12452,2017,Toyota,Highlander,luxury,72731,19805,Used,Individual Seller,82617
12453,2007,Dodge,Charger,base,132434,15935,Used,Dealership,93918
12454,2006,Acura,Integra,base,100843,11587,Used,Individual Seller,12140
12455,2017,Ford,Ranger,base,15461,33276,Used,Individual Seller,55640
12456,2016,BMW,X5,base,137050,17725,Used,Dealership,18752
12457,2009,Chevrolet,Suburban,base,42784,29795,Used,Dealership,77516
12458,2005,Chevrolet,Malibu,N/A,15086,11533,Used,Individual Seller,56090
12459,2000,Jeep,Grand Cherokee,N/A,75526,13274,Used,Individual Seller,45269
12460,2021,Nissan,Murano,sport,17829,19205,Certified,Dealership,85999
12461,2000,Volvo,XC90,N/A,100435,10330,Used,Individual Seller,87800
12462,2001,Jeep,Wrangler,N/A,128153,10901,Used,Individual Seller,18342
12463,2019,Buick,LaCrosse,base,9772,17134,Certified,Dealership,81725
12464,1999,Chrysler,Town & Country,N/A,134643,13430,Used,Individual Seller,45814
12465,1999,Mazda,MX5,N/A,133099,16754,Used,Individual Seller,54902
12466,2020,Buick,LaCrosse,sport,7696,19812,Certified,Dealership,19428
12467,1997,Subaru,WRX,N/A,112388,9356,Used,Individual Seller,55153
12468,2022,Hyundai,Sonata,sport,50,39009,New,Dealership,80570
12469,2011,Subaru,Outback,base,74966,28213,Used,Dealership,98078
12470,2004,Kia,Sportage,N/A,131574,16365,Used,Dealership,61894
12471,2018,Subaru,WRX,base,15788,32203,Certified,Dealership,72993
12472,2023,GMC,Envoy,sport,80,41189,New,Dealership,25729
12473,1995,Lexus,GS,N/A,125603,5388,Used,Individual Seller,20931
12474,2014,Volvo,S70,base,52554,32375,Used,Dealership,44664
12475,2013,Jeep,Grand Cherokee,base,75680,19805,Used,Dealership,44363
12476,2004,Toyota,Highlander,N/A,43871,10456,Used,Individual Seller,72914
12477,1995,Audi,A6,N/A,40785,21839,Used,Individual Seller,93491
12478,2021,Audi,A6,sport,10018,30510,Certified,Dealership,61119
12479,1995,Lincoln,Navigator,N/A,54683,23864,Used,Dealership,31072
12480,2002,Toyota,Prius,N/A,38840,22775,Used,Dealership,96086
12481,2021,Lexus,ES,base,25681,20977,Certified,Dealership,23342
12482,1995,Kia,Forte,N/A,37158,21202,Used,Individual Seller,21389
12483,2013,Volkswagen,Tiguan,base,148432,18108,Used,Dealership,29615
12484,2014,Honda,Accord,base,129835,9784,Used,Dealership,77244
12485,2015,Dodge,Ram 1500,sport,58583,19267,Used,Individual Seller,16237
12486,2014,Chevrolet,Impala,luxury,70136,10484,Used,Individual Seller,32019
12487,1999,Toyota,Tacoma,N/A,15200,26542,Used,Dealership,56396
12488,2020,Dodge,Charger,sport,16350,18086,Certified,Dealership,45056
12489,2014,Chevrolet,Silverado,base,40205,34411,Used,Dealership,77779
12490,2006,Jeep,Wrangler,luxury,102663,17303,Used,Dealership,95639
12491,2003,BMW,5 Series,N/A,56298,17871,Used,Dealership,45840
12492,1999,Volkswagen,Passat,N/A,131807,16327,Used,Individual Seller,30158
12493,2020,Lincoln,Navigator,base,19669,29582,Certified,Dealership,59907
12494,1995,Dodge,Grand Caravan,N/A,95007,8599,Used,Dealership,38905
12495,2006,Audi,A6,sport,149324,11780,Used,Individual Seller,25159
12496,1998,Nissan,Frontier,N/A,36142,15028,Used,Dealership,84082
12497,2006,Dodge,Charger,sport,76519,5307,Used,Individual Seller,53125
12498,2011,Buick,LaCrosse,base,33743,25242,Used,Individual Seller,84284
12499,1998,Toyota,Highlander,N/A,39839,23537,Used,Dealership,32033
12500,2007,Volvo,S70,sport,100412,7117,Used,Individual Seller,13501
12501,2020,GMC,Yukon,base,17383,19226,Certified,Dealership,14432
12502,2013,Toyota,Land Cruiser,base,113049,12360,Used,Individual Seller,60215
12503,2007,Lincoln,Navigator,base,136327,19236,Used,Dealership,29618
12504,2016,Subaru,Outback,base,23052,31468,Used,Dealership,41663
12505,2006,Volvo,S70,sport,94739,7941,Used,Individual Seller,83600
12506,1996,Lincoln,Navigator,N/A,58975,24576,Used,Dealership,91036
12507,1997,Buick,Regal,N/A,92359,6835,Used,Dealership,85800
12508,2012,Mercedes,GLE,sport,135658,17434,Used,Individual Seller,88370
12509,2021,Jeep,Grand Cherokee,base,7585,25203,Certified,Dealership,32301
12510,2008,Lexus,GS,sport,143543,16761,Used,Individual Seller,99995
12511,2007,Volkswagen,Atlas,base,67683,16572,Used,Dealership,72353
12512,1996,Audi,A6,N/A,140175,13064,Used,Individual Seller,96904
12513,2003,Ford,Ranger,N/A,12177,32990,Used,Dealership,53352
12514,2023,Chrysler,Town & Country,luxury,52,47085,New,Dealership,98614
12515,2019,Ford,Taurus,base,29365,10059,Certified,Dealership,61793
12516,2004,Lincoln,Navigator,N/A,146074,11576,Used,Dealership,22083
12517,2019,Toyota,RAV4,base,24685,20481,Certified,Dealership,51424
12518,2012,Toyota,4Runner,sport,110600,16971,Used,Individual Seller,33629
12519,2011,Audi,A3,base,123911,7341,Used,Individual Seller,50859
12520,1998,Volvo,S60,N/A,78603,8024,Used,Individual Seller,13813
12521,1996,GMC,Sierra,N/A,44316,27442,Used,Individual Seller,14487
12522,2005,Dodge,Durango,N/A,98601,11518,Used,Dealership,43351
12523,2000,Mercedes,S-Class,N/A,120445,16722,Used,Dealership,28543
12524,2017,Jeep,Wrangler,base,98865,7398,Used,Individual Seller,43986
12525,2002,Hyundai,Sonata,N/A,55139,31577,Used,Dealership,63431
12526,2002,Kia,Forte,N/A,79401,5406,Used,Dealership,33141
12527,2001,Lexus,ES,N/A,52958,19495,Used,Individual Seller,63850
12528,2000,GMC,Sierra,N/A,115732,8719,Used,Individual Seller,14226
12529,2016,Honda,CR-V,sport,115074,12196,Used,Individual Seller,77158
12530,2023,GMC,Yukon,base,29,48962,New,Dealership,14413
12531,2011,Mercedes,C-Class,base,10114,26518,Used,Dealership,91976
12532,2017,Volvo,S60,luxury,71340,30288,Used,Dealership,44579
12533,2007,Toyota,Avalon,sport,119308,8109,Used,Individual Seller,91412
12534,1995,Volvo,S70,N/A,140259,5153,Used,Dealership,72037
12535,1996,Volkswagen,Golf,N/A,100724,11164,Used,Individual Seller,19489
12536,2000,Dodge,Ram 1500,N/A,102143,19630,Used,Dealership,94134
12537,1996,Honda,CR-V,N/A,18150,24846,Used,Individual Seller,62562
12538,2000,Chrysler,Town & Country,N/A,147149,10154,Used,Individual Seller,18508
12539,2008,Subaru,WRX,base,147728,6458,Used,Individual Seller,52572
12540,2003,Chevrolet,Impala,N/A,117157,15275,Used,Dealership,58556
12541,2014,Volkswagen,Atlas,sport,57008,27049,Used,Individual Seller,55950
12542,1999,Chevrolet,Equinox,N/A,64362,22478,Used,Dealership,24642
12543,1995,Toyota,Avalon,N/A,40218,17148,Used,Dealership,89707
12544,2014,Lexus,ES300,sport,45136,16218,Used,Individual Seller,88883
12545,2019,Kia,Sorento,luxury,8242,26686,Certified,Dealership,26980
12546,2008,Volvo,S70,sport,75826,13540,Used,Dealership,71409
12547,2008,Buick,LaCrosse,luxury,14596,18853,Used,Individual Seller,83599
12548,2019,Kia,Sorento,base,16480,21901,Certified,Dealership,23945
12549,2005,Chevrolet,Equinox,N/A,19784,37756,Used,Dealership,21560
12550,2017,Chrysler,Town & Country,base,28067,37451,Used,Dealership,18993
12551,2009,Chevrolet,Impala,sport,67928,12750,Used,Dealership,70079
12552,2011,Lexus,ES,base,36224,16353,Used,Dealership,23373
12553,2022,Mercedes,C-Class,sport,67,23438,New,Dealership,39663
12554,2014,Toyota,RAV4,luxury,17501,20654,Used,Individual Seller,11978
12555,1998,Buick,LaCrosse,N/A,15838,26600,Used,Dealership,82806
12556,2006,Chevrolet,Malibu,luxury,75220,15639,Used,Individual Seller,17602
12557,2002,Chevrolet,Malibu,N/A,36897,17683,Used,Dealership,45534
12558,2010,Dodge,Charger,sport,73588,20379,Used,Dealership,26723
12559,2020,Audi,Q7,base,18669,23694,Certified,Dealership,17495
12560,2017,Nissan,Murano,base,146445,15510,Used,Dealership,83908
12561,2021,Mazda,CX-5,base,14242,15591,Certified,Dealership,60623
12562,2007,Chevrolet,Equinox,sport,91925,19233,Used,Dealership,36952
12563,2012,Mazda,CX-50,base,106025,15910,Used,Individual Seller,27352
12564,1995,Chevrolet,Suburban,N/A,85430,16547,Used,Individual Seller,10333
12565,1996,Chrysler,Town & Country,N/A,98715,6281,Used,Dealership,95199
12566,2000,Chevrolet,Tahoe,N/A,90855,15542,Used,Dealership,45586
12567,1995,Audi,Q7,N/A,60598,18208,Used,Dealership,92344
12568,2015,Ford,Taurus,base,81119,9752,Used,Dealership,46590
12569,2002,Kia,Rio,N/A,64164,34483,Used,Dealership,86855
12570,2018,BMW,X3,luxury,7560,27071,Certified,Dealership,58659
12571,2014,Kia,Forte,sport,31252,13594,Used,Individual Seller,98412
12572,1995,BMW,X5,N/A,49666,20782,Used,Individual Seller,52078
12573,2021,Hyundai,Elantra,sport,8600,15036,Certified,Dealership,58992
12574,2011,Acura,Integra,base,19578,19646,Used,Individual Seller,39222
12575,2006,Mercedes,S-Class,base,84362,10321,Used,Individual Seller,68128
12576,2000,Lincoln,Navigator,N/A,73257,12428,Used,Individual Seller,70558
12577,2007,Hyundai,Tucson,base,66000,20015,Used,Individual Seller,47169
12578,1999,Acura,TL,N/A,40966,29753,Used,Dealership,79571
12579,2021,Toyota,RAV4,sport,20057,20776,Certified,Dealership,54698
12580,1995,Lexus,ES300,N/A,147155,15284,Used,Dealership,28658
12581,2022,Mercedes,E-Class,sport,6,27235,New,Dealership,22951
12582,2023,Acura,TL,base,23,46979,New,Dealership,59391
12583,1998,Subaru,WRX,N/A,99065,19312,Used,Dealership,68101
12584,1996,BMW,X5,N/A,143707,7908,Used,Individual Seller,95179
12585,2003,Dodge,Durango,N/A,33780,19844,Used,Individual Seller,17788
12586,1996,Volkswagen,Atlas,N/A,64692,12256,Used,Individual Seller,59399
12587,2008,Lincoln,Navigator,sport,28314,16171,Used,Dealership,29835
12588,2018,Mercedes,E-Class,base,18706,30208,Certified,Dealership,88906
12589,2008,BMW,X3,base,127418,13201,Used,Dealership,14654
12590,2013,Jeep,Grand Cherokee,luxury,137687,10083,Used,Dealership,11754
12591,2012,GMC,Sierra,sport,25068,7757,Used,Individual Seller,76681
12592,2010,BMW,5 Series,base,35091,17075,Used,Dealership,76476
12593,2010,Volvo,XC90,sport,126667,11282,Used,Individual Seller,88686
12594,2004,Audi,A4,N/A,65303,26555,Used,Individual Seller,95704
12595,2016,Lexus,RX,base,113789,12340,Used,Individual Seller,48844
12596,1995,Jeep,Grand Cherokee,N/A,65870,17997,Used,Individual Seller,73053
12597,1996,Hyundai,Sonata,N/A,45179,22886,Used,Dealership,61103
12598,1998,Audi,Q7,N/A,140962,6509,Used,Individual Seller,52118
12599,1997,Mazda,MX5,N/A,106694,19716,Used,Dealership,24409
12600,2004,Subaru,Forester,N/A,54900,26264,Used,Dealership,28696
12601,2008,Hyundai,Elantra,base,129598,18723,Used,Dealership,33360
12602,2023,Audi,A6,base,83,41713,New,Dealership,50846
12603,2014,Chrysler,300,base,133371,7874,Used,Dealership,43927
12604,2006,Buick,LaCrosse,base,99108,5366,Used,Dealership,73986
12605,2017,Dodge,Charger,base,104981,8431,Used,Dealership,21902
12606,2002,BMW,3 Series,N/A,44259,22652,Used,Dealership,78816
12607,2023,Subaru,Forester,sport,82,24165,New,Dealership,17196
12608,2005,Ford,Ranger,N/A,120432,15696,Used,Dealership,69641
12609,2012,BMW,X3,sport,95572,16074,Used,Individual Seller,94376
12610,2004,Hyundai,Elantra,N/A,124940,11625,Used,Dealership,87080
12611,2005,Nissan,Frontier,N/A,16272,15295,Used,Dealership,87948
12612,2000,Chevrolet,Impala,N/A,78806,16159,Used,Individual Seller,73105
12613,2000,Hyundai,Sonata,N/A,120295,9380,Used,Dealership,59940
12614,2010,Hyundai,Elantra,base,98184,16690,Used,Individual Seller,62477
12615,2019,Volvo,S60,base,18101,34796,Certified,Dealership,95024
12616,1997,Lincoln,Navigator,N/A,137079,11350,Used,Dealership,69328
12617,1999,BMW,3 Series,N/A,113921,10449,Used,Individual Seller,16156
12618,2005,Ford,Taurus,N/A,59166,30495,Used,Dealership,34951
12619,2006,Chevrolet,Equinox,luxury,120507,10773,Used,Individual Seller,23273
12620,2019,Chrysler,300,base,34916,11980,Certified,Dealership,58978
12621,2016,Dodge,Charger,base,71131,15605,Used,Dealership,75062
12622,2020,Subaru,Forester,base,31184,24926,Certified,Dealership,68236
12623,2018,Volvo,XC90,luxury,32965,22818,Certified,Dealership,26619
12624,2008,Honda,Accord,sport,16935,10327,Used,Individual Seller,79958
12625,2004,Chevrolet,Malibu,N/A,121083,8455,Used,Individual Seller,13229
12626,2004,BMW,X5,N/A,48468,10220,Used,Individual Seller,61796
12627,2006,Mazda,CX-50,luxury,134756,12594,Used,Dealership,52479
12628,2007,Volvo,S70,base,79696,12447,Used,Individual Seller,54698
12629,2012,Ford,Ranger,base,126431,13854,Used,Dealership,26019
12630,2019,Chevrolet,Malibu,base,17984,15977,Certified,Dealership,58149
12631,2007,Hyundai,Tucson,sport,15244,10176,Used,Individual Seller,54526
12632,2007,Acura,TL,base,95426,9274,Used,Dealership,13468
12633,2013,GMC,Envoy,base,131272,7422,Used,Dealership,92365
12634,2019,Acura,TL,base,27675,22796,Certified,Dealership,67120
12635,2022,Honda,HR-V,luxury,30,26203,New,Dealership,90283
12636,2013,Toyota,RAV4,base,124156,6857,Used,Dealership,64774
12637,1998,Ford,Ranger,N/A,53326,24493,Used,Individual Seller,53866
12638,2020,Dodge,Grand Caravan,base,31207,17252,Certified,Dealership,17038
12639,1998,Acura,Integra,N/A,10978,24449,Used,Individual Seller,95779
12640,2010,Kia,K5,base,78990,7166,Used,Individual Seller,83504
12641,2010,Hyundai,Elantra,sport,104378,11464,Used,Dealership,85403
12642,2015,Chevrolet,Tahoe,sport,114270,11962,Used,Individual Seller,40813
12643,2000,Lincoln,Navigator,N/A,57067,18841,Used,Dealership,50051
12644,1997,Buick,Regal,N/A,12267,33821,Used,Individual Seller,41017
12645,1998,Honda,CR-V,N/A,21757,7641,Used,Individual Seller,90084
12646,2006,Lincoln,Navigator,base,23080,30579,Used,Dealership,90309
12647,2018,Lincoln,Navigator,base,21325,24768,Certified,Dealership,67626
12648,1997,Jeep,Grand Cherokee,N/A,76614,14151,Used,Individual Seller,75957
12649,2011,Chrysler,300,luxury,86285,9335,Used,Dealership,39553
12650,2009,Lexus,ES300,base,46370,29833,Used,Dealership,28535
12651,2022,Chrysler,Town & Country,base,19,22504,New,Dealership,33460
12652,2022,Buick,Regal,base,46,32948,New,Dealership,99653
12653,2010,Mazda,MX5,luxury,60834,9528,Used,Individual Seller,18758
12654,1999,Lincoln,Navigator,N/A,93406,8034,Used,Dealership,42105
12655,2000,Ford,Mustang,N/A,30294,14476,Used,Dealership,88734
12656,2009,Toyota,Prius,luxury,41149,18459,Used,Dealership,47636
12657,2001,Nissan,Rogue,N/A,96653,18860,Used,Dealership,81115
12658,2015,Dodge,Charger,base,60650,10011,Used,Dealership,12192
12659,2003,Volvo,S60,N/A,34296,22316,Used,Dealership,61055
12660,2003,Mazda,3,N/A,50996,23779,Used,Individual Seller,42188
12661,2021,Hyundai,Santa Fe,base,5931,32418,Certified,Dealership,72684
12662,2004,BMW,3 Series,N/A,15915,26650,Used,Dealership,52219
12663,2016,Kia,K5,luxury,34389,23018,Used,Dealership,90891
12664,2012,Mercedes,C-Class,luxury,94488,17103,Used,Dealership,79047
12665,1995,Mercedes,GLA,N/A,21344,21405,Used,Individual Seller,18290
12666,2001,Volkswagen,Atlas,N/A,54042,19937,Used,Dealership,84768
12667,2005,Ford,Explorer,N/A,123468,5055,Used,Individual Seller,23008
12668,2001,Audi,Q5,N/A,36521,26751,Used,Dealership,10236
12669,2004,Volkswagen,Golf,N/A,58069,13821,Used,Individual Seller,95117
12670,2003,Nissan,Frontier,N/A,81172,9732,Used,Individual Seller,96393
12671,2010,Lexus,ES,luxury,77797,18256,Used,Dealership,89255
12672,2012,Mercedes,E-Class,sport,126347,9675,Used,Dealership,19310
12673,2018,Kia,Forte,base,17881,24347,Certified,Dealership,29160
12674,2017,Chevrolet,Impala,base,16853,34639,Used,Dealership,95398
12675,2009,GMC,Envoy,base,113748,14033,Used,Individual Seller,60792
12676,1996,BMW,5 Series,N/A,56751,15634,Used,Dealership,42993
12677,2011,BMW,X5,base,135576,15431,Used,Dealership,70321
12678,2005,Acura,Integra,N/A,101866,17490,Used,Individual Seller,40025
12679,2001,Ford,Focus,N/A,76714,17148,Used,Individual Seller,63306
12680,1999,GMC,Sierra,N/A,130069,12159,Used,Dealership,45196
12681,2006,Jeep,Grand Cherokee,sport,110148,7457,Used,Dealership,80425
12682,2019,Kia,Sportage,luxury,24439,17276,Certified,Dealership,87886
12683,2000,Buick,LaCrosse,N/A,52687,13840,Used,Dealership,49496
12684,2020,Volvo,XC90,base,9260,21440,Certified,Dealership,30653
12685,1997,Subaru,Outback,N/A,57239,12939,Used,Dealership,50085
12686,2021,Lincoln,Navigator,base,21199,18174,Certified,Dealership,18745
12687,1996,Subaru,WRX,N/A,88446,6579,Used,Individual Seller,56148
12688,2006,Volkswagen,Passat,base,22781,9577,Used,Individual Seller,88193
12689,2001,Audi,A3,N/A,95613,5174,Used,Individual Seller,73034
12690,2004,BMW,3 Series,N/A,124039,6929,Used,Individual Seller,29589
12691,2011,Ford,Taurus,sport,125816,13318,Used,Individual Seller,10395
12692,2011,Ford,Taurus,base,42900,15260,Used,Individual Seller,13622
12693,2009,Lexus,ES300,base,51632,22766,Used,Dealership,80261
12694,2011,Honda,CR-V,base,12646,24594,Used,Dealership,19100
12695,2007,Honda,Civic,sport,134344,5513,Used,Individual Seller,56177
12696,1997,Chrysler,Town & Country,N/A,69726,11559,Used,Dealership,21048
12697,2017,Subaru,Forester,sport,27806,38172,Used,Dealership,53271
12698,2005,Jeep,Grand Cherokee,N/A,100479,11311,Used,Individual Seller,80209
12699,2023,Lexus,GS,luxury,77,21590,New,Dealership,84113
12700,2005,Subaru,Forester,N/A,102021,15451,Used,Individual Seller,35176
12701,2020,Chrysler,Town & Country,base,21199,12909,Certified,Dealership,36972
12702,2001,Lexus,ES,N/A,62704,21441,Used,Dealership,61746
12703,2007,Lexus,LS,luxury,36167,11908,Used,Dealership,49836
12704,2006,Acura,Integra,sport,144826,8792,Used,Dealership,54698
12705,2000,Kia,Forte,N/A,110640,13130,Used,Individual Seller,64367
12706,2001,Hyundai,Elantra,N/A,31358,33198,Used,Dealership,74689
12707,2002,GMC,Yukon,N/A,115868,6026,Used,Dealership,83708
12708,2000,GMC,Envoy,N/A,36231,11153,Used,Individual Seller,65901
12709,2012,Dodge,Charger,base,70607,12160,Used,Dealership,91306
12710,2015,Kia,Rio,base,94878,16306,Used,Individual Seller,95894
12711,2022,Kia,K5,base,36,34743,New,Dealership,44934
12712,2018,Nissan,Murano,sport,24584,15667,Certified,Dealership,52327
12713,2014,Toyota,Land Cruiser,sport,72227,8973,Used,Individual Seller,58973
12714,2023,Acura,Integra,base,93,34086,New,Dealership,91147
12715,2000,GMC,Yukon,N/A,24816,28690,Used,Dealership,39346
12716,2014,Acura,TL,base,127873,16968,Used,Individual Seller,60994
12717,2012,Chevrolet,Malibu,sport,108805,14708,Used,Individual Seller,31337
12718,2023,Hyundai,Sonata,luxury,18,32238,New,Dealership,82064
12719,2022,Toyota,Camry,luxury,46,31008,New,Dealership,33457
12720,1996,Subaru,WRX,N/A,103966,8456,Used,Individual Seller,15904
12721,2007,Mercedes,S-Class,sport,93026,9781,Used,Individual Seller,86611
12722,2004,Audi,Q7,N/A,88729,10876,Used,Individual Seller,69964
12723,2023,Lexus,RX,sport,98,34368,New,Dealership,94085
12724,2020,Ford,Mustang,sport,7040,30548,Certified,Dealership,96095
12725,2013,Lexus,RX,sport,34209,20655,Used,Individual Seller,92130
12726,2004,Chevrolet,Malibu,N/A,149563,8286,Used,Dealership,73365
12727,2008,Nissan,Frontier,sport,35596,30456,Used,Dealership,73007
12728,1995,Lincoln,Navigator,N/A,137215,5564,Used,Dealership,54884
12729,2022,Hyundai,Tucson,sport,83,37961,New,Dealership,44913
12730,2004,Mazda,MX5,N/A,69523,18147,Used,Individual Seller,65141
12731,1997,Lincoln,Navigator,N/A,126598,19692,Used,Dealership,76124
12732,2014,BMW,5 Series,base,69533,27211,Used,Dealership,33279
12733,2010,Audi,Q5,luxury,54459,25595,Used,Dealership,82560
12734,2013,Mazda,CX-90,base,149762,5224,Used,Individual Seller,26965
12735,2017,Hyundai,Sonata,sport,95811,7119,Used,Dealership,70029
12736,2001,Lexus,GS350,N/A,70390,14068,Used,Dealership,64354
12737,2004,Mazda,3,N/A,77173,10926,Used,Individual Seller,12148
12738,2006,Mazda,CX-50,base,62471,21036,Used,Individual Seller,33857
12739,2010,Buick,Regal,luxury,131935,12426,Used,Dealership,28422
12740,2011,Ford,F-150,luxury,55648,11841,Used,Individual Seller,47940
12741,2012,Mercedes,C-Class,base,24668,21356,Used,Individual Seller,89183
12742,2011,Nissan,Maxima,base,149197,6830,Used,Dealership,61357
12743,1998,Buick,LaCrosse,N/A,63585,31664,Used,Dealership,91265
12744,1999,Subaru,WRX,N/A,66720,33136,Used,Dealership,25999
12745,2009,GMC,Yukon,base,130382,13473,Used,Individual Seller,31346
12746,2009,Kia,K5,base,149529,15347,Used,Dealership,47208
12747,1997,Jeep,Grand Cherokee,N/A,98475,6892,Used,Dealership,11396
